Country,Restaurant Name,Sentiment,Review Title,Review Date,Review
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Fantastic experience!,Sept 2019 •,"The restaurant atmosphere was relaxing and beautiful. The food was amazing. I highly recommend the wine and truffle tasting menu. When it came time for dessert, we had a pre-dessert, dessert, and a post-dessert. They gave us a small bottle of olive oil to take with us. Later, they sent a thank you email with a cookbook attached. Fantastic experience!"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Delicious food! Highly recommend!,Nov 2019 •,"We celebrated my 50th birthday here and it was a great choice!!!
The food is amazing, so delicious.  And portion sizes are big, so be warned!!! We really struggled to finish it, and that was after she recommended I just have a half size portion of the pasta!! My carbonara three ways was the best carbonara I’ve ever had!!!! Presentation is amazing, and lots of nice touches like the amuse-bouche and their own breads and petit fours.
The wine list is the best I’ve ever seen!! So much choice. 
Service is excellent, friendly and efficient. They made it a special night for me by bringing out a cake at the end and singing Happy Birthday to me!! 
When we’re back in Rome, we’ll definitely be eating here again!"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Dinner,Dec 2019 •,"Ad Hoc,
Wonderful place.
The food is amazing.
A lot of option.. All is good and tasty.
Don't miss the ""taste dinner"" really unique and delicious."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Atmospheric,Dec 2019 •,"Nice and cozy place just behind piazza del Popolo. Excellent service and really nice food with great selection of the first materials. 

The extra virgin olive oil made the difference and was surprisingly offered as a gift at the end of our meal. 
Totally recommend it for couples or special occasions.

The most important was the fact that there wasn’t a hurry to leave the table so as to replace you with other clients. They gave you time to decide and enjoy your meal. 

An atmospheric experience in the heart of Rome"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Very Good,Dec 2019 •,"We always eat here every time we go to Rome. You really need a reservation. It isn’t as good as it use to be, but still one of our favorites"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Birthday Treat,Dec 2019 •,"Went to Adhoc as a treat for my wifes surprise birthday trip to Rome. 
Upon arrival we received a very warm and friendly greeting from the staff. 
After a glass of fizz, we decided on a land taster menu with an amended desert and also a change to the wine (my wife doesnt enjoy red wine) and the black truffle taster menu with wine. 
The food was simply sublime every course a culinary treat for us both. 
Also received an amuse bouche and also a pre desert treat as well as petit fours!
The staff also Surprised my wife with a rendition of happy birthday as well much to her surprise. 
The staff couldn't have been better simply impeccable service and food. They couldn't do enough to help us, answer any of our questions or accommodate our requests. 
The venue is wonderful, very atmospheric and the perfect setting for a wonderful meal. 
We left with very full bellys and very satisfied by our experience. 
Would definitely come again."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,4.5 to be fair,Dec 2019 •,"As you walk in you immediately notice hundreds of wine bottles around the walls, some fixed to the walls and some loose. At first it appears to be a cosy little restaurant but it's bigger than you think. Just after 8 it suddenly filled and not a single table remained empty. Not bad on a street which was full of nothing but restaurants. The general ambience was lovely,  buzzing conversation and nice lighting.  The staff were really friendly and even though busy, took the time to chat. Free glass of prosecco on arrival and a plate of petit fours at the end. The food itself was well cooked and presented.  I can highly recommend the cod starter. We shared a lobster spaghetti which was served up in 2 smaller portions and they allow you to have a couple of small portion mains like a tasting menu.  I had the beef fillet and the suckling pig. Both delicious. We marked down a bit because the Mrs had 2 dishes which were a bit dry and needed a sauce of some kind to make it more enjoyable.  Though we did put this on the feedback card they provided at the end. So a good 4.5 out of 5 and we would certainly recommend and return."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Excellent restaurant in Rome,Oct 2019 •,"Great atmosphere, good staff and divine food. We had the a fantastic 4 course dinner and the food is to die for!"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Dinner with my family,Oct 2019 •,"I read about Ad Hoc on the internet, since I was at Rome with my family on my birthday and I was trying to find a nice restaurant to go. We went there, but since I had no reservation, I couldn't do it. However, we really liked what we saw, so we booked a table for the day after and we are very glad we did it.
That was an emazing night. We were surprised by the great service and an even better food and wine experience. 
We spent 16 days travelling around Italy, mainly in Toscana, tasting all kind of italian dishes. However, the Ad Hoc night was our better food experience during the entire trip."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Very good experience,Dec 2019 •,"Very good restaurant, good atmosphere, the menu is based on seasonal products and a lot of truffles and an impressive wine card"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,So lucky to find this in Rome,Dec 2019 •,"One word “Excellent”. The tasting menu, which was white and black truffle based was astounding. The all women front of house knew their menus and wines.. what a selection. I hope that Thomas Keller, whom Chef Paul Bocuse on behalf-of French President Nicolas Sarkozy, presented to Keller as a Chevalier of The French Legion of Honor in 2011 in recognition of his lifelong commitment to the traditions of French cuisine and his role in elevating cooking in America; will open in London."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Fantastic Birthday,Oct 2019 •,"For My wife's birthday in Rome I decided to make a reservation at Ad Hoc.  We are so glad we did. From the first greeting, the servers (who actually put a candle in my wife's dessert and sang Happy Birthday to her), to the cheerful good bye the service was 5 star.  We had two different tasting menus - both delicious.  The execution of each dish was perfect.  The wine pairings were spot on.  If you find yourself in Rome you should absolutely go to Ad Hoc for a great experience."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Amazing Restaurant,Oct 2019 •,"We visit Rome every year and we were recommended this restaurant 3 years ago but unfortunately was always fully booked ! So we booked well in advance for our visit this year, we were not disappointed at all and can see why always busy. From the moment we walked through the door our evening was perfect from the atmosphere to the staff and of course the absolutely fantastic food. We loved it so much we are returning for New Years Eve and cannot wait 😊"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Amazing engagement dinner!,Oct 2019 •,Amazing engagement dinner! Absolutely loved the Land tasting menu with wine pairing. The hostess was very informative and gave great introductions to the food and wine before each course.
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,"A real ""Gem""",Dec 2019 •,"What a gorgeous venue. The room, ambiance, menu and wine list are exceptional. Make sure you book as it is more often than not booked out. The complimentary glass of prosecco and appetiser was a really treat also. If you love Truffles then you'll love this place. Our only complaint was that we were trying to enjoy the calm and unique ambiance and the staff were all talking amongst themselves around us and it was off putting."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Amazing Culinary Experience!,Sept 2019 •,"We visited Rome for my husband’s birthday.  Food was excellent, carbonara trio and spaghetti with lobster a “must have”.  Extensive wine list, but the staff did a great job assisting with selection.  Nice atmosphere, book reservation early.  We look forward to visiting Ad Hoc on our next trip to Rome!!"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Wonderful meal,Oct 2019 •,This was our fifth visit to Rome and Ad Hoc and it never lets us down. Two of us had the tasting menu and two picked from the Al a Carte menu. Most restaurants don’t allow this but it was no problem to Ad Hoc. All the meals were superb. The staff are very friendly and knowledgeable. The wine list is amazing. Loved our visit.
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Charming Atmosphere and Superb Food,Sept 2019 •,"My fiancé and I went to Ad Hoc on the recommendation of a friend. We were given a call ahead of time, letting us know that the electricity was out but they would still be able to accommodate us. We arrived to a cavernous but cozy room aglow with candles. Our waiter was apologetic, but it was the most beautiful sight. The service was fantastic and the food was other worldly. We loved it so much. It was our favorite restaurant out of our week in Italy and we traveled to Rome and the Amalfi coast."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Anniversary,Nov 2019 •,"Went there for our anniversary on 13 November, food was excellent, the service was very good also the staff were very knowledgeable 
Very extensive wine list, we were made very welcome and were given a little gift of some olive oil at the end of our meal, would highly recommended this restaurant if you’re visiting Rome"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Outstanding truffle tasting menu,Nov 2019 •,excellent truffle tasting menu and they were very flexible with options.  First night we were in Rome and they set a great tone for service and quality
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Memorable dining experience,Sept 2019 •,"My wife and I had for most delicious tasting menu ever. Every dish was excellent. The dining room was quiet, relaxed and intimate. The perfect setting for an evening of great food and wine. We can't wait until we return to Rome and Ad Hoc."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,ROMAN Tasting,Nov 2019 •,"We did a lot of research before choosing our hotel and restaurants for a three night Roman holiday.  Ad Hoc was out choice for the first night in Rome.  We walked to the restaurant from Babuino 181 hotel.  A short walk in a good area.

We arrived a bit early but they seated us immediately without a problem.  The restaurant is small, perhaps intimate is a better description but the table spacing and layout give each party ample privacy.  The decor is nice too.  It is essentially a wine cellar atmosphere with the restaurants wine selection surrounding the room on shelves with led lights.  

We ordered the Roman style cuisine tasting menu with the corresponding wine offer.  I though we would be selecting one item from each course but the menu includes everything.  We really enjoyed all of the food and all of the wine with one exception.  The dessert wine was not to our liking, but that was the only issue in an otherwise excellent meal.  

The service was excellent.  We would go back again and we have no issue to recommend the restaurant."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Great tasting menu,Nov 2019 •,We went here fir the tasting menus and were not disappointed.  I had the Roman menu and my wife had the land menu all with wine pairings.  The meal starts with a welcome amuse bouche and sparkling wine.  There was also s pre and post dessert.  All of the courses were fantastic.  Our best meal in Rome.
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Amazing food and wine!,Sept 2019 •,"This is a great restaurant with great service, we thoroughly enjoyed everything! Definitely one of the more memorable dinners we had in Italy!"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Fabulous,Nov 2019 •,"An absolute must to visit this restaurant whilst your in Rome.
The staff we're friendly and knew everything about the food they were serving, the atmosphere was relaxed and was just lovely. I celebrated my 50th birthday here with my husband and enjoyed every moment here, they even got the whole restaurant singing happy Birthday!!"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,All around amazing,Jul 2019 •,"We had our anniversary dinner at the Ad Hoc restaurant, and enjoyed the truffles tasting menu paired with wines.  The food was great, rivaling some of the best fine dining restaurants we've visited. Better yet, it was very reasonably priced at 125 euros per person including wine. The atmosphere is cozy and service personable and attentive. At the end of the dinner we we were presented with a special anniversary bottle of prosecco and an Ad Hoc labeled bottle of olive oil. 
The lovely experience continued after we returned home, with a mini restaurant e-cookbook arriving via email a few weeks after our visit. 
Highly recommend and definitely will return to this restaurant on our next visit to Rome."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Six Stars if Possible,Nov 2019 •,"This is absolutely one of the best meals I've had in Rome.  From start to finish, each dish had wonderful flavor, and had unique style.  Service was exceptional, and presentation was as well.  The pumpkin blossoms and roulade in phyllo dough were great starters.  The special was a cake of veal and lamb that was simply outstanding, as was the sea bass and spaghetti.  They have a variety of truffles that can be added to any dish, which makes it a very unique experience.  The banana gelato was a perfect end to the meal as well!"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Superb Ambience and tasting menu,Oct 2019 •,"We booked this in advance for my birthday meal.  Upon arrival we were shown to the nicest table in the house for 4 people which us slightly elevated surrounded on 3 sides by vintage bottles of red wine.  The lighting is perfect.

The truffle tasting menu paired with wines was perfect and I must say the portion sizes were generous!  I'm not an expert on truffles, but the food was of a high quality and well prepared.

After the meal we were presented with 2 bottles of Prosecco and some olive oil which was a nice touch.  The meal was good value as well for 4 people, recommneded. Perfecto!"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Amazing meal and experience,Sept 2019 •,"Our visit to Ad Hoc in September 2019 while in Rome looking for an apartment was one of the most pleasant and satisfying dining experiences we have had on our many trips there. The food was spot on, the service and staff outstanding.

This establishement compares favorably to many 2 to 3 Michelin starred restaurants we have visited."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Mysigt,Oct 2019 •,Very cozy restaurant with a great atmosphere! One of the waitresses were great and the rest of them OK. Food was good but I think we had even higher hopes! But it was absolutely worth the visit!
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,One of the best restaurants I’ve ever been to,Oct 2019 •,"Great atmosphere, service and menu. What more can you ask for? The place looks expensive and cosy at the same time, so you don’t feel uncomfortable. The service is great, the waiters know the menu perfectly and make good recommendations. The wine list is the best I’ve ever seen. More than 200 pages, I think, of high quality Italian wine. And the restaurant specialises in truffles. They have tasting menus and special truffle menu from which we ordered. Everything was amazing!"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,A Pure Delight!,Oct 2019 •,A highlight of our 10 days in Rome.  Fine Dining at its best.  Terrific staff. Remarkable wine list is sure to please.
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Best Meal in Rome,Aug 2019 •,"My wife, daughter and I had a wonderful meal at Ad Hoc.  A friend recommended the resturant, and it certainly lived up to the recommendation.  When we went, the resturant had a special truffle menu — which we all ordered from.  It was simply delicious!  Even better — when we mentioned to the manager we were looking for a good resturant for cacio a pepe — it was not on the menu — she went to the kitchen and whipped up an order.  It was amazingly good.  Although we were stuffed, we topped it off with a special chocolate dessert.  As to wine, we let the sommelier pick for us and she did an outstanding job.  When in Rome .. eat at Ad Hoc!"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Superb!,Oct 2019 •,"We liked everything about it: the food & wine, the understated elegance, the service. 
We indulged in some white truffles, currently in season. The sommelier was up to par, especially since Italian wines are not my strong suit. 
Reserve early, this restaurant is in high demand."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Spectacular...,Aug 2019 •,"The treatment, dinner, wines, desserts, the atmosphere .... this restaurant is incredibly good. Without a doubt, if we return to Rome, Ad Hoc is a must. Thanks for everything. An unforgettable dinner in a very cool place. Greetings and thanks to the entire Ad Hoc team."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,More than Ad Hoc - a memory to keep,Sept 2019 •,"Behind the via Corso and hidden away.... at least when you work in the dark evening in Rome we found Ad Hoc reataurant - well received and settled the fun started. First impression a place that know it’s wine,
Food and what customer experience should be ! A menu of good ckassics but well known for the truffle .... and what a tartar with mixed truffles supplied by recommended Pinot Noir from Haas ! Great mains and deserts served with a smile and small discussions - a memorable evening that will be repeated ! Thanks to the chef,
waiters at Ad Hoc 🍾🙏🏼"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,WHAT A TREAT,Sept 2019 •,"My husband made our anniversary dinner reservations before we left the USA by reading past TripAdisor reviews.  This is a small, but wonderful restaurant.  A fresh rose was on our reserved table, and the food and wine were outstanding as was the top notch service. They called for a taxi when we were ready to leave because in Rome taxi's don't cruise like NYC.  A wonderful, memorable night."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Simply Outstanding,Oct 2019 •,"I booked online as it was our anniversary, the food was fantastic along with the service. The staff had a wealth of knowledge about the food and wines, I will be going back.

To my surprise the bill should have been 170 Euro bu because I booked online, the gave me 10percent off. Paying 160 Euro for 7 course fine dining restaurant is very reasonable especially in Rome, I would highly recommended."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Required when in Rome,Sept 2019 •,"We always go to Ad Hoc in Rome. The food is creative and delicious. The wine selection is fabulous! The staff is very attentive and have great knowledge of the wines.
We had a selection of appetizers which included a deconstructed zucchini flower.
The entrees were excellent. I had fish which was wonderful and my husband had beef from Tuscany.
If you are a truffle fan...this is the place!"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,The best in Roma!,Sept 2019 •,"This is a tradition. The last 4 times we have visited Rome, we always dine at Ad Hoc on  our night last. They are consistently excellent. 
From the starters and their unbelievable pasta to the main courses, everything is terrific.
And the service is perfecto! 
See you again very soon. Hopefully I won't spill my wine on my wife's white pants. 
Grazie.
Mike and Donna Bishop"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,A little bit of quiet in Roma!,Jul 2019 •,"Fabulous meal, great service and a beautiful dining room - had an excellent meal at Ad Hoc on a hot night in July - we will be back!"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Highly recommend this fantastic restaurant,Jul 2019 •,"I booked Ad Hoc after reading some positive reviews and some reviews referring to birthday meals. We were in Rome for a wedding but it coincided with my girlfriend's birthday so I was on the look out for a good restaurant for that night. Booking from the UK was easy and the communication was good, I was e-mailed asking if I want to pre-order a dessert as I had mentioned it was for my girlfriend's birthday. The day before the booking I received a call to confirm and when we arrived we were warmly welcomed and taken to our seat, which seemed to be the best table in the restaurant in my opinion, and we had a complimentary glass of sparkling wine each. Our host and all the waitresses were absolutely brilliant, so attentive and really knew the menu inside out. When each dish was brought out we were given detailed descriptions. We were given a complimentary starter which was delicious and we all ordered something different, so the sommelier helped us pair a good wine to the dishes. All the courses were incredible, for me the Pasta with truffles was brilliant, this was a starter on the night, and the Suckling pig was so nice. At the end of the meal the lights went out and the waitresses sang happy birthday to my girlfriend and brought out the tiramisu that I pre-ordered. After the dessert we got yet another complimentary dessert selection of home made biscuits and then just before we left a bottle of Ad Hoc's olive oil, which we had during our starter and loved, so this was a lovely touch. 

Overall unbelievably brilliant service, fantastic food and drink, can't recommend highly enough. If I go to Rome again I will defiantly be coming back"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Try the truffle menu with wine pairings,Sept 2019 •,"Truly an experience to enjoy.  Right up there with the best restaurants in the world with one complaint.  The desserts were not up the the level of the rest of the meal at all.  However, don't let that put you off.  The rest of the meal was so outstanding that I could not mark them down for being disappointed in the dessert course. Go, enjoy and hope they improve dessert.  We come here every time we are in Rome."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Our favorite,Sept 2019 •,Our second dinner in 4 years at Ad Hoc was simply fantastic. The service is top notch and the sommelier very knowledgeable and helpful. The food and the wine were the best we have had in Italy so far. We will return next time in Rome.
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,"Amazing ""white truffle menu""",Sept 2019 •,"We had an amazing ""white truffle menu""!
With very tasting wines for each course.
The service was very good."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,"Great food, fantastic wine",Sept 2019 •,"This was an absolutely lovely place. The waiters were fantastic and knowledgeable, the food was great, and the wine absolutely amazing. Really cozy place."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Excellent restaurant - must visit in Rome,Aug 2019 •,"An excellent restaurant with very tasty food.
If you love truffles this is the place for you.
The service was very good, the waitress answered all our questions regarding the dishes.
We even got a wine to taste and a little present when we finished our great dinner (a small bottle of olive oil).
Recommended restaurant in Rome."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Amazing Experience,Jul 2019 •,"From the service to the setting to the food, the experience was truly amazing. 
The little touches for a birthday in our party was the cherry on the cake. 
Would recommend anyone visiting Rome to check this place out, especially if they are a fan of truffles!
We will definitely be returning when we visit Rome again."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Cosy atmosphere and great food,Jul 2019 •,"We visited Ad Hoc in July and had their tasting menu and wine. The restaurant has a cosy warm feel and the staff are very knowledgeable and welcoming. Every wonderful course we had was accompanied by delicious wine, so I can only thank the Ad Hoc team for a great dining experience."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,What a special meal,Sept 2019 •,"Ate here for our wedding anniversary.  Had the truffle taster menu.  The food and the service was outstanding.  The staff are extremely hard working and everyone seems to help out so we didn’t have the same waitress the whole night but they were all equally pleasant and professional. 

The food was divine however even with such small tasters you start to feel quite full by the time the desserts arrive and it’s a really interesting way to try new things and enjoy different Italian wines.  Including a small appetiser there are 6 lovely courses to get through.  Bread served on the side is also varied and tasty but it can fill you up.

This is not somewhere you would eat regularly but it is wonderful for a special occasion."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Fantastic,Sept 2019 •,"Went here for our anniversary dinner. The restaurant is well known for its tasting menus and its truffle flavoured dishes. The service was good and the food and wine, paired through the tasting menu, excellent. Expensive, but this is fine dining and well worth it."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Excellent Experience,Sept 2019 •,I’ve read the negative reviews and our experience could not have been more pleasant. Albeit the tasting menu takes approximately 1-1.5 hours but that is part of the experience. The food and wine pairing were amazing and surprisingly we both left feeling more than satisfied in terms of the amount of food we ate. We found the staff to be pleasant and attentive and they provided numerous “free” treats and a small bottle of truffle oil when we left. Definitely worth the time and money.
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Fantastic,Sept 2019 •,"We visited Ad Hoc for a 50th Birthday celebration, the food and service were brilliant, staff very warm friendly and helpful, very memorable evening"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,An Experience,Sept 2019 •,This place is very good service and food. Absolutely one of my best experiences with truffle. I had a delicious time. Thank you so much for treating us so well. The food was fantastic. I had the truffle experience.
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Amazing Resturant!,Sept 2019 •,"Right from the moment we entered, we were greeted by the kind and proffessional hostess, who showed us into a very classy and cosy dining room, where we were immediatly offered a welcome drink.
We both had the Roman Tasting Menu, and were blown away by how much taste they managed to incorporate into the relatively simple dishes! Not to mention all the extra little treats we were offered by the kitchen free of charge!
The only problem that I could possibly point out, is our shock, when we finished our dessert, full and quite content, and were presented with yet another plate of small treats!

If you are ever in Rome, you should definetly vist Ad Hoc for a food experience that will stay with you!"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Fabulous Evening,Sept 2019 •,"From the moment we arrived we were looked after by all the staff.  We had  one of the tasting menus with wine flight and both the food and wines were fantastic.  Nothing was too much trouble and when my partner asked for a small ""top up"" he was brought another big glass. The atmosphere in the restaurant was lovely and we were given a gift at the en dof the evening - a little bottle of olive oil!  I cannot  recommend this restaurant highly enough!!!"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Amazing,Sept 2019 •,"I can honestly say we had the best food you can ever have in Rome. My husband and I had dinner there and it was a night to remember. The food was amazing great wine and delicious sweets . Definitely a big big thank you for Paula who was more than professional in knowing the food and wine menu , her recommendations were excellent and she is a very pleasant lady .

If in Rome again we will make sure to go back again ."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Amazing Restaurant in Rome,Sept 2019 •,I wish I could give this restaurant 10 stars! Food was delicious and service was amazing. My husband and I ordered the tasting menu with wine pairing and we absolutely loved the experience. We highly recommend this restaurant.
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,A great experience,Sept 2019 •,"My husband & I found this restaurant amongst nearest restaurant suggested by trip advisor. At first we weren’t impressed as people were not that nice but everything got better in time. The food was just amazing, they are truly good at truffles. I had carbonara pasta which was great. They also speak very good english."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Amazing Restaurant,Aug 2019 •,"We celebrated our anniversary at Ad Hoc - the food, ambience and service were terrific.  This is our favorite restaurant in Rome.  If you travel to Rome, do yourself a favor and book a table.  Absolutely memorable."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Decent food,Jun 2019 •,"The food was above average, but the service is just okay. Ambience is casual and just okay too. Overall, it was a good experience.."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Best restaurant we have ever been to,Aug 2019 •,"We celebrated here my birthday, everything was perfect -  the food, service and the atmosphere. Highly recommended!"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Perfect evening at Ad Hoc,Aug 2019 •,"Ad hoc was everything we hoped for. Delicious food, friendly and unintrusive service, charming décor. Carbonara and truffle dishes particularly excellent. Would recommend it to everyone and can't wait to come back one year."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Amazing Restuarant,Sept 2019 •,"We tried to get into this restaurant which was fully booked. Tried for a second night and was able to get a 9:30 PM Reservation.  To summarize, this place is amazing.  I live in the San Francisco Bay Area and am spoiled by the fine cuisine of my city. First of all the ambience and service were amazing.  The food is cooked to perfection and presented very nicely.  The staff fare very service oriented and provide a genuinely friendly service.  To top it off, the prices are about half of what I would have paid in the Bay area. If you are in Rome, you can't miss this place."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Just WOW!,Sept 2019 •,"I booked this restaurant as a surprise for my partners 60th Birthday and it certainly didn't disappoint.
I was very impressed that we didn't need to have the same taster menu - so many restaurants insist that you do.
However we both chose the 'land' menu. From start to finish the waitresses were so efficient and knowledgeable, clearly explaining each dish and  paired wine. There were also lovely extras thrown in too, such as a glass of fizz on arrival, an extra chef's special starter, homemade sweets after your dessert and a complimentary bottle of their own olive oil to take home. We also received a 10% discount for booking online. I would definitely visit here again on my next visit to Rome."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Roman hospitality at its best.,Sept 2019 •,"Lovely staff make for a most enjoyable foodie experience;helpful and knowledgeable. Food good, not outstanding but well presented. Taster menu not UK style, but different dishes simultaneously on a plate with different sections. Works ok but not the luxury pace of taster menus I am familiar with. 
Excellent wine selection."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Last Night in Rome,Aug 2019 •,"Wonderful service,  fabulous food and lovely setting.   My husband said that the lasagna was unbelievably delicious. Highly recommend!"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Ad Hoc,Aug 2019 •,"This is a little gem for foodies.
Lovely setting with welcoming staff. We were given complimentary fizz on arrival and we opted for the al a carte rather than the tasting menu. Food delicious with good quality wine at reasonable prices.
We loved it here and will be returning."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Lovely dinner wonderful atmosphere!,Aug 2019 •,"We had a wonderful dinner. They gave us a delicious sparkling wine at the start, a complimentary taste from the chef and a lovely selection of sweets at the end. The service and staff were so nice and helpful. Paula and Doriana were a delight. Recommend highly. Nice ambience and good location! Then they gave us a little bottle of olive oil as a parting gift. So lovely!  We will return!"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,"Beautiful food, excellent service and all for a great price",Aug 2019 •,"We decided to treat ourselves to a nice meal in Rome as we were celebrating a birthday and so we chose Ad Hoc based on the reviews. 

This truly has to be one of the best meals we have ever had. On sitting down at your table you are provided with a free glass of sparkling wine and a complementary starter. Can’t fault a start like that. Next, all the dishes we ordered were fantastic. I ordered the pasta with octopus followed by the sea bass and both were delicious and the portions bigger than expected. The pasta was the best we had in Italy so I def recommend you give that a go. 

The service was incredible throughout but at no point rushed. The waitresses were lovely and very attentive (but not too much like in some restaurants). We even got a free dessert thrown in which was amazing. 

All in, eur 120 for a bottle of wine, two Pasta dishes and two mains inc service (plus all the freebies). Brilliant price for a wonderful experience."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Excellent evening,Aug 2019 •,"I went here with my family after reading reviews online,  and it did not disappoint! Amazing interesting italian food, atmosphere and service. Would 100% recommend to anyone staying in Rome!"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Excellent,Aug 2019 •,Food was absolutely excellent and staff friendly attentive and 11/10. Thoroughly enjoyable evening and highly recommend.
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Excellent Experience,Aug 2019 •,What a lovely anniversary dinner at Ad Hoc. Delicious tasting menus were full of surprises and the service was very friendly.
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Italian graciousness,May 2019 •,"In May a group of us traveled to Italy for a wonderful vacation.  One evening, while in Rome, we were thrilled to eat at Ad Hoc.  What a wonderful restaurant.  I should say here that I am gluten intolerant.  But, no worries here.  The staff went out of their way to make sure my dishes were perfect.  We were a large group of 9 and we were treated with the same care as a table of 2.  One of our group even entertained some of the staff with napkin folds and some magic tricks.  The wine list was extensive and we had the perfect guidance leading us to choose the perfect wines for our evening.  When we returned home the owner even sent us copies of some of his favorite recipes.  The experience was like dining at your very favorite restaurant in your very favorite city but this time in Rome.  Thank you so much."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Special meal,Aug 2019 •,"Every course of our meal was excellent.  Complimentary sparkling wine to start, the roulade in phyllo dough with prosciutto and buffalo mozzarella, delightful array of various breads, the vermicelli with bacon and truffles, beef cheeks, a lamb special, and the Tuscany beef fillet with truffles and a wonderful wine selection. We were content with our meals and passed on dessert however the restaurant treated us to an array of very satisfying and delicious sweets and a bottle of their olive oil to take home.  This was a special meal to remember.  Highly recommend this place."
